2970.57,3300.01,99.2,0.0,1.0,2594.0,0.3,0.5,0.0,4.019,9.377,0.64,0.74,0.88,42336.0,292232.0,1062468.0,0.0,2040700.0,57.1,5.35,7.17,0.0,390.0,1040552.0,1046524.0,0
2970.57,3300.01,64.48,0.0,1.0,2594.0,6.46,28.02,0.96,4.019,9.377,0.768,1.116,2.88,42336.0,292232.0,1062468.0,0.0,2040700.0,57.1,5.35,7.17,0.0,390.0,1040552.0,1046524.0,0
2970.57,3300.01,82.28,0.0,1.0,2594.0,2.96,14.5,0.32,4.019,9.377,0.8,1.21,3.38,42419.2,293486.4,1048573.6,0.0,2040700.0,57.1,5.35,7.17,1.6,394.8,1040552.0,1046524.0,0
2970.57,3300.01,69.486666667,0.0,1.0,2594.0,1.96,28.466666667,0.013333333333,4.019,9.377,0.8,1.21,3.38,42440.0,293800.0,1045100.0,0.0,2040700.0,57.1,5.35,7.17,2.0,396.0,1040552.0,1046524.0,0
2970.57,3300.01,99.2,0.0,1.0,2594.0,0.3,0.5,0.0,4.019,9.377,0.64,0.74,0.88,42336.0,292232.0,1062468.0,0.0,2040700.0,57.1,5.35,7.17,0.0,390.0,1040552.0,1046524.0,0
2970.57,3300.01,64.48,0.0,1.0,2594.0,6.46,28.02,0.96,4.019,9.377,0.768,1.116,2.88,42336.0,292232.0,1062468.0,0.0,2040700.0,57.1,5.35,7.17,0.0,390.0,1040552.0,1046524.0,0
2970.57,3300.01,99.2,0.0,1.0,2594.0,0.3,0.5,0.0,4.019,9.377,0.64,0.74,0.88,42336.0,292232.0,1062468.0,0.0,2040700.0,57.1,5.35,7.17,0.0,390.0,1040552.0,1046524.0,0
2970.57,3300.01,64.48,0.0,1.0,2594.0,6.46,28.02,0.96,4.019,9.377,0.768,1.116,2.88,42336.0,292232.0,1062468.0,0.0,2040700.0,57.1,5.35,7.17,0.0,390.0,1040552.0,1046524.0,0
2970.57,3300.01,82.28,0.0,1.0,2594.0,2.96,14.5,0.32,4.019,9.377,0.8,1.21,3.38,42419.2,293486.4,1048573.6,0.0,2040700.0,57.1,5.35,7.17,1.6,394.8,1040552.0,1046524.0,0
2970.57,3300.01,69.486666667,0.0,1.0,2594.0,1.96,28.466666667,0.013333333333,4.019,9.377,0.8,1.21,3.38,42440.0,293800.0,1045100.0,0.0,2040700.0,57.1,5.35,7.17,2.0,396.0,1040552.0,1046524.0,0
2970.57,3300.01,66.5,0.0,1.0,2594.0,2.0,31.4,0.0,4.019,9.377,0.8,1.21,3.38,42440.0,293800.0,1045100.0,0.0,2040700.0,57.1,5.35,7.17,2.0,396.0,1040552.0,1046524.0,0
3797.0,4994.29,0.0,0.0,1.0,2594.0,39.933333333,60.066666667,0.0,4.017,9.377,0.93666666667,1.4966666667,4.06,42776.0,295900.0,634388.0,0.0,2040700.0,57.2,10.05,12.35,1.0,398.0,1040556.0,1046524.0,0
